Expected date,Region,State,Substation,Application ID,Applicant,Type,Installed (MW),Deemed GNA (MW)
31-03-2025,NR,Rajasthan,Bikaner-II PS,412100025,Prerak Greentech Private Limited,Solar,226,226
31-03-2025,NR,Rajasthan,Bikaner-II PS,1200003233,Juna Renewable Energy Pvt Ltd,Solar,290,290
31-03-2025,NR,Rajasthan,Bikaner-II PS,1200003389,Juna Renewable Energy Pvt Ltd,Solar,45,45
31-03-2025,NR,Rajasthan,Bikaner-II PS,412100014,Serentica Renewables India Pvt. Ltd. (erstwhile Sterlite Power Technologies Private Limited),Solar,180,180
31-03-2025,NR,Rajasthan,Fatehgarh-II PS,St-II:1200002688 (300 MW) LTA:1200003947 (300 MW),Eden Renewable Bercy Private Limited�,Solar,300,300
31-03-2025,WR,Maharashtra,Solapur PG,2200000021,SERENTICA RENEWABLES INDIA PRIVATE LIMITED,Solar,300,300
31-03-2025,WR,Maharashtra,Solapur PG,2200000026,RENEW GREEN ENERGY SOLUTIONS PRIVATE LIMITED,Solar,51,51
31-03-2025,WR,Maharashtra,Solapur PG,2200000304,SERENTICA RENEWABLES INDIA PRIVATE LIMITED,Wind,100,100
31-03-2025,WR,Maharashtra,Solapur PG,331400004,ReNew Green Energy Solutions Pvt. Ltd.,Solar,32,32
31-03-2025,WR,Maharashtra,Solapur PG,1670048864400,ReNew Green Energy Solutions Pvt. Ltd.,Solar,50,50
31-03-2025,WR,Maharashtra,Solapur PG,331400010,ReNew Green Energy Solutions Pvt. Ltd.,Solar,70,70
31-03-2025,WR,Maharashtra,Solapur PG,331400014,ReNew Green Energy Solutions Pvt. Ltd.,Solar,100,100
31-03-2025,WR,MP,Rajgarh SS,1200003510,Sprng Vayu Vidyut Pvt Ltd (SVVPL),Wind,50.4,50.4
29-03-2025,WR,Gujarat,Bhuj-II PS,2200000154,NTPC RENEWABLE ENERGY LIMITED,Wind,200,200
21-03-2025,WR,Gujarat,KPS-1 (Sec-I),,Adani Green Energy Limited,Hybrid,1250,1050
21-03-2025,WR,Gujarat,KPS-1 (Sec-II),,Adani Green Energy Limited,Hybrid,1200,1000
21-03-2025,WR,Gujarat,KPS-2,,Gujarat State Electricity Corporation Limited,Solar,1000,1000
19-01-2025,WR,Gujarat,KPS-2,,Gujarat State Electricity Corporation Limited,Solar,600,600
11-01-2025,SR,Karnataka,Koppal PS,0251100005,TP Saurya Ltd.$,Solar,300,300
31-12-2024,NR,Rajasthan,Bhadla-II PS,St-II:1200002501 (300 MW) LTA:1200003110 (211.65MW) (TSSPDCL),NTPC Ltd.�,Solar,211.65,211.65
31-12-2024,NR,Rajasthan,Bhadla-II PS,St-II:1200002483 (300 MW) LTA:1200003109 (211.65MW) (TSSPDCL),NTPC Ltd.�,Solar,211.65,211.65
31-12-2024,NR,Rajasthan,Bhadla-II PS,St-II:1200002483 (300 MW) LTA:1200003120 (88.35MW) (TSNPDCL),NTPC Ltd.�,Solar,88.35,88.35
31-12-2024,NR,Rajasthan,Bhadla-II PS,St-II:1200002340 (250 MW) LTA:1200003122 (73.625 MW) (TSNPDCL),NTPC Ltd.�,Solar,73.625,73.625
31-12-2024,NR,Rajasthan,Bhadla-II PS,St-II:1200002501 (300 MW) LTA:1200003121 (88.35MW) (TSNPDCL),NTPC Ltd.�,Solar,88.35,88.35
31-12-2024,NR,Rajasthan,Bhadla-II PS,St-II:1200002359 (300 MW) LTA:1200003357 (300 MW),ABC Solar (India) Private Limited�,Solar,300,300
31-12-2024,NR,Rajasthan,Bhadla-II PS,St-II:1200002471 (300 MW) LTA:1200003505 (300 MW),ACME Solar Holdings�Private Limited�,Solar,300,300
31-12-2024,NR,Rajasthan,Bhadla-II PS,St-II: 1200002401 (500 MW) LTA:1200003586 (267 MW),Azure Power India Private Limited�,Solar,267,267
31-12-2024,NR,Rajasthan,Bhadla-II PS,St-II: 1200002401 (500 MW) (233 out of 500 MW) 1200002403(500 MW) (100 out of 500 MW) LTA:1200003587 (333 MW),Azure Power India Private Limited�,Solar,333,333
31-12-2024,NR,Rajasthan,Bhadla-II PS,St-II:1200002428 (500 MW) LTA:1200003685 (500 MW),Adani Renewable Energy Holding Four Ltd.��,Solar,500,500
31-12-2024,NR,Rajasthan,Bhadla-II PS,St-II:1200002676 (100 MW) LTA:1200003882 (100 MW),AMP Energy Green Private Limited�,Solar,100,100
31-12-2024,NR,Rajasthan,Fatehgarh-II PS,St-II:1200002339 (150 MW) LTA:1200003124 (44.17MW)(TSNPDCL),NTPC Ltd.�,Solar,44.17,44.17
31-12-2024,NR,Rajasthan,Fatehgarh-II PS,St-II:1200002497(90 MW) LTA:1200003248 (63.5 MW) (TSSPDCL,NTPC Ltd.�,Solar,63.5,63.5
31-12-2024,NR,Rajasthan,Fatehgarh-II PS,St-II:1200002497 (90 MW) LTA:1200003314 (26.5 MW) (TSNPDCL),NTPC Ltd.�,Solar,26.5,26.5
31-12-2024,NR,Rajasthan,Fatehgarh-II PS,St-II:1200002430 (500 MW) LTA:1200003684 (500 MW),Adani Renewable Energy Holding Four Limited�,Solar,500,500
31-12-2024,NR,Rajasthan,Fatehgarh-III PS,St-II:1200002628(400 MW) LTA:1200003269(400 MW,Renew Surya Roshni Private Limited�,Solar,400,400
31-12-2024,SR,AP,Kurnool (new),LTA app no.1200003664,Greenko AP01 IREP Pvt. Ltd,Hybrid,900,900
31-12-2024,SR,AP,Kurnool (new),LTA app no. 450200009,Greenko AP01 IREP Pvt. Ltd,PSP,565,565
31-12-2024,SR,AP,Kurnool (new),0350200006,Greenko AP01 IREP Pvt. Ltd.,PSP,260,260
31-12-2024,SR,AP,Kurnool-III PS,2200000231,AMP ENERGY C&I TWELVE PRIVATE LIMITED,Solar,100,100
31-12-2024,SR,AP,Nellore PS,2200000633,JINDAL POWER LIMITED,Solar,52.6,66
31-12-2024,SR,AP,NP Kunta PS,2200000250,NHPC LIMITED,Solar,100,100
31-12-2024,SR,AP,Ramagundam,1200002271,NTPC Ltd. (Ramagundam FSP),Solar,100,100
31-12-2024,SR,AP,Simhadri,1200002272,NTPC Ltd. (Simhadri FSP),Solar,25,25
31-12-2024,SR,Karnataka,Gadag PS,LTA app no. 451100008 (120 MW) & 0451100003 (50 MW),Azure Power India Pvt. Ltd.,Wind,170,170
31-12-2024,SR,Karnataka,Gadag PS,LTA app no. 451100007,Green Infra Wind,Wind,178.5,178.5
31-12-2024,SR,Karnataka,Gadag PS,LTA app no. 451100009,ReNew Naveen Urja Pvt. Ltd,Wind,300,297.5
31-12-2024,SR,Karnataka,Gadag PS,0451100011,Serentica Renewables India Pvt. Ltd,Hybrid,132,80
31-12-2024,SR,Karnataka,Gadag PS,1200003761,Serentica Renewables India Pvt. Ltd,Hybrid,107,65
31-12-2024,SR,Karnataka,Gadag PS,1200003828,Serentica Renewables India Pvt. Ltd,Hybrid,66,40
31-12-2024,SR,Karnataka,Gadag PS,0451100010,Serentica Renewables India Pvt. Ltd,Hybrid,165,100
31-12-2024,SR,Karnataka,Gadag PS,SW5958957243-M029_D001_A007-1670310631002,Green Infra Wind Energy Limited,Wind,1.5,1.5
31-12-2024,SR,Karnataka,Hiriyur,0251100011,Zenataris Renewable Energy Pvt. Ltd.,Wind,66,66
31-12-2024,SR,Karnataka,Koppal PS,LTA app no. 1200003577,Tunga Renewables Energy Pvt. Ltd.,Wind,189.84,189.84
31-12-2024,SR,Karnataka,Koppal PS,LTA app no. 0451100005,Project Ten Renewable Power Pvt. Ltd.,Wind,150,150
31-12-2024,SR,Karnataka,Koppal PS,1200003825,Kleio Solar Power Pvt. Ltd.,Hybrid,209.39999999999998,153.6
31-12-2024,SR,Karnataka,Koppal PS,1200003822,Serentica Renewable India 1 Pvt.,Hybrid,13.333333333333334,10
31-12-2024,SR,Karnataka,Koppal PS,1200003909,Serentica Renewable India 1 Pvt.,Hybrid,120,90
31-12-2024,SR,Karnataka,Koppal PS,0451100013,Serentica Renewable India 1 Pvt.,Hybrid,133.33333333333334,100
31-12-2024,SR,Karnataka,Koppal PS,0451100012,Serentica Renewable India 1 Pvt.,Hybrid,133.33333333333334,100
31-12-2024,SR,Karnataka,Pavagada PS,LTA app no. 451100004,Project Ten Renewable Power Pvt. Ltd.,Wind,300,300
31-12-2024,SR,Tamil Nadu,Karur PS,LTA app no. 1200002956 & 1200003535 (100 MW ) & 1200003533 (170 MW),JSW Renew Energy,Wind,270,270
31-12-2024,SR,Tamil Nadu,Karur PS,LTA app no. 1200003536,JSW Neo Energy Ltd. (earstwhile JSW Future Energy Ltd.),Wind,150,150
31-12-2024,WR,Gujarat,Bhuj-PS,2200000240,AYANA RENEWABLE POWER FOUR PRIVATE LIMITED,Solar,200,150
31-12-2024,WR,Maharashtra,Kallam PS,431400004,Serentica Renewables India 4 Pvt. Ltd. (SRI4PL),Wind,100,100
31-12-2024,WR,Maharashtra,Kallam PS,412100015,Serentica Renewables India 4 Pvt. Ltd. (SRI4PL),Wind,100,100
08-12-2024,NR,Rajasthan,Bikaner-II PS,St-II: 1200003625 (100 MW) LTA: SW�1544323119(62 MW),Grian Energy Private Limited�,Solar,62,62
08-12-2024,NR,Rajasthan,Bikaner-II PS,SW9999482858- M029_D001_A007- 1671556542236,Amplus Ages Private Limited,Solar,62,62
30-11-2024,NR,Rajasthan,NTPC Anta Gas Power Station (GPS) switchyard,NTPC Anta,NTPC Ltd,Solar,90,90
25-11-2024,NR,Rajasthan,Bhadla-II PS,St-II:1200002340 (250 MW) LTA:1200002904(176.375 MW) (TSSPDCL),NTPC Ltd.�,Solar,176.375,176.375
25-11-2024,NR,Rajasthan,Bhadla-II PS,St-II:1200002636 (320 MW) LTA:1200002962 (320 MW,Avaada Energy Pvt. Ltd.�,Solar,320,320
25-11-2024,NR,Rajasthan,Fatehgarh-II PS,St-II:1200002450(180 MW) LTA:1200002656(180 MW),Adani Renewable Energy Holding� Sixteen Pvt. Ltd.�,Solar,180,180
25-11-2024,NR,Rajasthan,Fatehgarh-II PS,St-II:1200002629(300 MW) LTA:1200002890(300 MW),Eden Renewable Passy Private Limited�,Solar,300,300
25-11-2024,NR,Rajasthan,Fatehgarh-II PS,St-II:1200002339(150 MW) LTA:1200002903(105.83 MW) (TSSPDCL),NTPC Ltd.�,Solar,105.83,105.83
25-11-2024,NR,Rajasthan,Fatehgarh-III PS,St-II:1200002637(380 MW) LTA:1200002639(380 MW),Altra Xergi Power Private Limited��,Solar,380,380
25-11-2024,NR,Rajasthan,Fatehgarh-III PS,St-II:1200002635(600 MW) LTA:1200002789(600 MW),Adani Renewable Energy Holding Seventeen Private Limited�,Solar,600,600
25-11-2024,NR,Rajasthan,Fatehgarh-III PS,St-II:1200002695(100 MW) LTA:1200002783(100 MW),ReNew Surya Vihaan Private Limited��,Solar,100,100
25-11-2024,NR,Rajasthan,Fatehgarh-III PS,St-II:1200002692(300 MW) LTA:1200002782(300 MW),ReNew Surya Aayan Private Limited�,Solar,300,300
