Expected date,Region,State,Substation,Application ID,Applicant,Type,Installed (MW),Deemed GNA (MW)
01-03-2026,NR,Rajasthan,Fatehgarh-IV (Sec-II),2200000186,RENEW SOLAR POWER PRIVATE LIMITED,Solar,300,300
01-03-2026,NR,Rajasthan,Fatehgarh-IV (Sec-II),2200000187,RENEW SOLAR POWER PRIVATE LIMITED,Solar,300,300
01-03-2026,NR,Rajasthan,Fatehgarh-IV (Sec-II),2200000212,RADIANT STAR SOLAR PARK PRIVATE LIMITED,Solar,300,100
01-03-2026,SR,Karnataka,Koppal-II PS,2200000390,TATA POWER RENEWABLE ENERGY LIMITED,Solar,200-Solar; 25-BESS,225
01-03-2026,SR,Karnataka,Koppal-II PS,2200000481,TATA POWER RENEWABLE ENERGY LIMITED,Hybrid (RHGS),"232.5 (Solar:200, BESS:32.5MW)",232.5
01-03-2026,SR,Tamil Nadu,Karur PS,2200000448,TATA POWER RENEWABLE ENERGY LIMITED,Wind,93.6,93.6
01-03-2026,SR,Tamil Nadu,Pugalur,2200000394,TATA POWER RENEWABLE ENERGY LIMITED,Wind,151,151
01-03-2026,SR,Tamil Nadu,Pugalur,2200000449,TATA POWER RENEWABLE ENERGY LIMITED,Wind,151.2,151.2
01-03-2026,WR,Maharashtra,Kallam PS,2200000395,Tata Power Renewable Energy Limited,Wind,101,101
28-02-2026,NR,Rajasthan,Barmer-I,2200000161,ACME CLEANTECH SOLUTIONS PRIVATE LIMITED,Solar,400,400
28-02-2026,NR,Rajasthan,Bhadla-II PS,1200002987 (Enh.),AMP Energy Green Private Limited,Solar,100,100
28-02-2026,NR,Rajasthan,Bhadla-II PS,1200002559,AMP Energy Green Pvt. Ltd.,Solar,100,100
28-02-2026,NR,Rajasthan,Bhadla-III PS,SW9990894382- M029_D001_A007- 1671216520154,Prerak Greentech Solar Private Limited (Park),Solar,400,400
28-02-2026,NR,Rajasthan,Bhadla-III PS,412100012,Juniper Green Beta Pvt. Ltd.,Solar,150,150
28-02-2026,NR,Rajasthan,Bhadla-III PS,412100013,Juniper Green Beta Pvt. Ltd.,Solar,100,100
28-02-2026,NR,Rajasthan,Bhadla-III PS,SW9990897533- M029_D001_A007- 1672319027575,Tepsol Sun Sparkle Pvt. Ltd.,Solar,300,300
28-02-2026,NR,Rajasthan,Bhadla-III PS,412100027,Juniper Green Beta Private Limited,Solar,50,50
28-02-2026,NR,Rajasthan,Bikaner-II PS,312100008 (Enh.),ALF Solar Amarsar Private Limited,Solar,50,50
28-02-2026,NR,Rajasthan,Bikaner-II PS,212100005,Sourya Manthan Renewable Energy Private Limited,Solar,100,100
28-02-2026,NR,Rajasthan,Bikaner-III,2200000098,MRS BUILDVISION PRIVATE LIMITED,Solar,1000,1000
28-02-2026,NR,Rajasthan,Bikaner-III,2200000111,SUNBREEZE RENEWABLES NINE PRIVATE LIMITED,Solar,400,400
28-02-2026,NR,Rajasthan,Bikaner-III,2200000163,SUNBREEZE RENEWABLES NINE PRIVATE LIMITED,Solar,1000,1000
28-02-2026,NR,Rajasthan,Bikaner-III,2200000172,SUNSURE SOLARPARK RJ ONE PRIVATE LIMITED,Solar,50,50
28-02-2026,NR,Rajasthan,Bikaner-III,2200000167,SAIMAA SOLAR PRIVATE LIMITED,Solar,150,150
28-02-2026,NR,Rajasthan,Bikaner-III,2200000164,SUNSURE SOLARPARK RJ ONE PRIVATE LIMITED,Solar,50,50
28-02-2026,NR,Rajasthan,Bikaner-III,2200000165,SUNSURE SOLARPARK RJ ONE PRIVATE LIMITED,Solar,50,50
28-02-2026,NR,Rajasthan,Bikaner-III PS,2200000008,ACME CLEANTECH SOLUTIONS PRIVATE LIMITED,Solar,300,300
28-02-2026,NR,Rajasthan,Bikaner-III PS,2200000013,AVAADA RJBIKANER PRIVATE LIMITED,Solar,50,50
28-02-2026,NR,Rajasthan,Fatehgarh-III (Sec-II),2200000116,SPRNG ENERGY PRIVATE LIMITED,Solar,400,400
28-02-2026,NR,Rajasthan,Fatehgarh-IV (Sec-II),2200000054,GREEN INFRA CLEAN WIND TECHNOLOGY LIMITED,Solar,300,300
28-02-2026,NR,Rajasthan,Fatehgarh-IV (Sec-II),2200000067,UTKRRISHT SOLAR ENERGY PRIVATE LIMITED,Solar,300,300
28-02-2026,NR,Rajasthan,Fatehgarh-IV (Sec-II),2200000077,AVAADA ENERGY PRIVATE LIMITED,Hybrid (RHGS),50,50
28-02-2026,NR,Rajasthan,Fatehgarh-IV (Sec-II),2200000103,BN DISPATCHABLE-1 PRIVATE LIMITED,Hybrid (RHGS),300,300
28-02-2026,NR,Rajasthan,Fatehgarh-IV (Sec-II),2200000120,HELIA ENERGY PARK PRIVATE LIMITED,Solar,100,100
28-02-2026,NR,Rajasthan,Fatehgarh-IV (Sec-II),2200000135,GREEN INFRA CLEAN SOLAR FARMS LIMITED,Solar,300,110
28-02-2026,NR,Rajasthan,Fatehgarh-IV (Sec-II),2200000290,AVAADA ENERGY PRIVATE LIMITED,Hybrid (RHGS),250,250
28-02-2026,NR,Rajasthan,Fatehgarh-IV PS,312100019,Cannice Renewables Energy Private Limited�,Hybrid,90,90
28-02-2026,NR,Rajasthan,Fatehgarh-IV PS (Sec-II),212100035,Helia Energy Park Private Limited,Solar,200,200
28-02-2026,NR,Rajasthan,Fatehgarh-IV PS (Sec-II),212100037,Radiant Star Solar Park Private Limited,Solar,200,200
28-02-2026,NR,Rajasthan,Fatehgarh-IV PS (Sec-II),212100043,Tepsol Saur Urja Private Limited,Solar,300,300
28-02-2026,NR,Rajasthan,Fatehgarh-IV PS (Sec-II),SW�1671600589106,Cannice Renewables Energy Private Limited�,Solar,150,150
28-02-2026,NR,Rajasthan,Fatehgarh-IV PS (Sec-II),212100004,Cannice Renewable Energy Private Limited�,Solar,80,80
28-02-2026,SR,Karnataka,Bidar PS,2200000716,Welspun Narmada Private Limited,Hybrid (RHGS),250 (150 MW Wind & 100 MW Solar),250
28-02-2026,WR,Gujarat,KPS-1 (Sec-II),230700011,Sarjan Realities Pvt. Ltd. (SRPL),Hybrid,1150,1150
28-02-2026,WR,Maharashtra,Solapur PS,2200000409,SOLARCRAFT POWER INDIA 7 PRIVATE LIMITED,Wind,47.2,47.2
16-02-2026,SR,Karnataka,Gadag-II PS,2200000092,GREENKO KA01 IREP PRIVATE LIMITED,Standalone ESS,260,260
14-02-2026,WR,MP,Pachora PS,2200000086,ABENERGIA RENEWABLES PRIVATE LIMITED,Hybrid (RHGS),100,100
14-02-2026,WR,MP,Pachora PS,2200000267,AVAADA ENERGY PRIVATE LIMITED,Solar,250,250
14-02-2026,WR,MP,Pachora PS,2200000342,ABENERGIA RENEWABLES PRIVATE LIMITED,Hybrid (RHGS),81,81
14-02-2026,WR,MP,Pachora PS,2200000404,BHOJRAJ DEVELOPERS PRIVATE LIMITED,Hybrid (RHGS),Wind: 160 MW Solar: 26 MW,186
09-02-2026,SR,Karnataka,Bidar PS,2200000560,SPRNG POWERINFRA PRIVATE LIMITED,Wind,200,200
31-01-2026,SR,Karnataka,Koppal-II PS,2200000474,TORRENT SOLAR POWER PRIVATE LIMITED,Wind,125.4,125.4
31-01-2026,WR,Maharashtra,Solapur PS,2200000270,SOLARCRAFT POWER INDIA 7 PRIVATE LIMITED,Wind,52.8,52.8
31-01-2026,WR,MP,Neemuch PS,2200000709,ACME CLEANTECH SOLUTIONS PRIVATE LIMITED,Solar,300,300
31-12-2025,SR,Karnataka,Bijapur PS,2200000171,APRAAVA ENERGY PRIVATE LIMITED,Wind,300,300
31-12-2025,SR,Karnataka,Gadag-II PS,2200000074,SERENTICA RENEWABLES INDIA PRIVATE LIMITED,Hybrid (RHGS),109,50
31-12-2025,SR,Karnataka,Gadag-II PS,2200000238,ADITYA BIRLA RENEWABLES SUBSIDIARY LIMITED,Wind,102,102
31-12-2025,SR,Karnataka,Hiriyur,2200000920,ZENATARIS RENEWABLE ENERGY PRIVATE LIMITED,Wind,62.7,62.7
31-12-2025,SR,Karnataka,Koppal-II PS,2200000149,AVAADA ENERGY PRIVATE LIMITED,Wind,50,50
31-12-2025,SR,Karnataka,Koppal-II PS,2200000237,ADITYA BIRLA RENEWABLES SUBSIDIARY LIMITED,Wind,102,102
31-12-2025,SR,Karnataka,Koppal-II PS,2200000243,TATA POWER RENEWABLE ENERGY LIMITED,Wind,288,288
31-12-2025,SR,Karnataka,Koppal-II PS,2200000262,JSP GREEN WIND 1 PRIVATE LIMITED,Wind,400,400
31-12-2025,SR,Karnataka,Koppal-II PS,2200000264,AVAADA ENERGY PRIVATE LIMITED,Wind,250,250
31-12-2025,SR,Karnataka,Koppal-II PS,2200000402,JSP GREEN WIND 1 PRIVATE LIMITED,Wind,300,300
31-12-2025,SR,Karnataka,Koppal-II PS,2200000472,GADAG POWER INDIA PRIVATE LIMITED,Wind,300,300
31-12-2025,SR,Karnataka,Koppal-II PS,2200000504,AYANA RENEWABLE POWER PRIVATE LIMITED,Wind,100,100
31-12-2025,SR,Karnataka,Koppal-II PS,0251100013,TATA Power Renewable Energy Ltd.,Wind,85,85
31-12-2025,SR,Karnataka,Koppal-II PS,0351100008,TATA Power Renewable Energy Ltd.,Wind,85,85
31-12-2025,WR,Gujarat,Jam Khambhaliya PS,2200000190,JUNIPER GREEN ENERGY PRIVATE LIMITED,Wind,100,100
31-12-2025,WR,Gujarat,Jam Khambhaliya PS,230700018,Powerica Limited,Wind,53,53
31-12-2025,WR,Maharashtra,Parli (New),231400018,Renew Pawan Shakti Private Limited (RPSPL),Wind,277,277
31-12-2025,WR,Maharashtra,Parli (New),331400012,Renew Pawan Shakti Private Limited (RPSPL),Wind,23,23
31-12-2025,WR,MP,Rajgarh SS,2200000028,SPRNG VAYU VIDYUT PRIVATE LIMITED,Wind,42,42
27-12-2025,NR,Rajasthan,Bikaner PS,1200003772,Shikhar Surya (One) Private Limited�,Solar,105,105
27-12-2025,NR,Rajasthan,Bikaner PS,312100003,Shikhar Surya (One) Private Limited,Solar,125,125
27-12-2025,NR,Rajasthan,Bikaner-II PS,1200003582,TP Saurya Limited,Solar,300,300
27-12-2025,NR,Rajasthan,Bikaner-II PS,1200003624,Amplus Ages Private Limited,Solar,38,38
27-12-2025,NR,Rajasthan,Bikaner-II PS,1200003625,Grian Energy Private Limited,Solar,38,38
27-12-2025,NR,Rajasthan,Bikaner-II PS,1200003626,Onevolt Energy Private Limited,Solar,38,38
27-12-2025,NR,Rajasthan,Bikaner-II PS,1200003390,Khidrat Renewable Energy Private Limited,Solar,300,300
27-12-2025,NR,Rajasthan,Bikaner-II PS,1200003893,Litsolaire Energy Private Limited,Solar,100,100
27-12-2025,NR,Rajasthan,Bikaner-II PS,1200003785,ALF Solar Amarsar Private Limited,Solar,400,400
27-12-2025,NR,Rajasthan,Bikaner-II PS,1200003831 (Enh.),ALF Solar Amarsar Private Limited,Solar,150,150
27-12-2025,NR,Rajasthan,Bikaner-II PS,1200003628,Serentica Renewables India Pvt. Ltd. (erstwhile Sterlite Power Technologies Private Limited),Solar,100,100
27-12-2025,NR,Rajasthan,Bikaner-II PS,1200003838,Serentica Renewables India Pvt. Ltd. (erstwhile Sterlite Power Technologies Private Limited),Solar,120,120
27-12-2025,NR,Rajasthan,Bikaner-II PS,1200003623,Juniper Nirjara Energy Private Limited�,Solar,50,50
27-12-2025,NR,Rajasthan,Bikaner-II PS,1200003770,Prerak Greentech Private Limited,Solar,114,114
27-12-2025,NR,Rajasthan,Bikaner-II PS,1200003839,Prerak Greentech Private Limited,Solar,60,60
27-12-2025,SR,Karnataka,Gadag-II PS,2200000088,GREENKO KA01 IREP PRIVATE LIMITED,Standalone ESS,640,640
27-12-2025,SR,Karnataka,Gadag-II PS,0251100010,Green Infra Wind Energy Ltd.,Wind,300,300
27-12-2025,SR,Karnataka,Gadag-II PS,0251100006,TP Saurya Ltd.,Wind,200,200
27-12-2025,SR,Karnataka,Gadag-II PS,0251100012,Tata Power Renewable Energy Ltd.,Wind,170,170
27-12-2025,SR,Karnataka,Gadag-II PS,0351100009,Tata Power Renewable Energy Ltd.,Wind,170,170
26-12-2025,SR,Karnataka,Gadag PS,0251100003,Green Infra Wind Energy Limited,Wind,70,70
26-12-2025,SR,Karnataka,Gadag PS,0351100002,Green Infra Wind Energy Limited,Wind,50,50
26-12-2025,SR,Karnataka,Gadag-II PS,2200000045,Tata Power Renewable Energy Limited,Solar,500,400
26-12-2025,SR,Karnataka,Gadag-II PS,2200000072,PROJECT NINE RENEWABLE POWER PRIVATE LIMITED,Wind,480,250
26-12-2025,SR,Karnataka,Gadag-II PS,2200000096,SERENTICA RENEWABLES INDIA PRIVATE LIMITED,Hybrid (RHGS),109,50
26-12-2025,SR,Karnataka,Gadag-II PS,2200000099,SERENTICA RENEWABLES INDIA PRIVATE LIMITED,Hybrid (RHGS),109,50
26-12-2025,SR,Karnataka,Gadag-II PS,2200000100,SERENTICA RENEWABLES INDIA PRIVATE LIMITED,Hybrid (RHGS),109,50
26-12-2025,SR,Karnataka,Gadag-II PS,2200000121,SERENTICA RENEWABLES INDIA PRIVATE LIMITED,Hybrid (RHGS),327MW [Solar-153 MW & Wind-174MW],150
26-12-2025,SR,Karnataka,Hiriyur,2200000061,ZENATARIS RENEWABLE ENERGY PRIVATE LIMITED,Wind,171.6,171.6
26-12-2025,SR,Karnataka,Koppal-II PS,2200000055,SCATEC INDIA RENEWABLES ONE PRIVATE LIMITED,Wind,300,300
26-12-2025,SR,Karnataka,Koppal-II PS,2200000058,TORRENT SAURYA URJA 2 PRIVATE LIMITED,Wind,300,300
26-12-2025,SR,Karnataka,Koppal-II PS,2200000141,ABREL (RJ) PROJECTS LIMITED,Wind,184,184
26-12-2025,SR,Karnataka,Koppal-II PS,2200000126,VEH Green Energy Private Limited,Wind,Wind-153.6 MW,153.6
26-12-2025,SR,Karnataka,Koppal-II PS,0251100021,Tata Power Renewable Energy Ltd.,Wind,300,300
26-12-2025,WR,Gujarat,KPS-1 (Sec-I),1200002678,Adani Renewable Energy Holding Four Ltd. (AREH4L),Solar,1083,1083
26-12-2025,WR,Gujarat,KPS-1 (Sec-I),1200002679,Adani Renewable Energy Holding Four Ltd. (AREH4L),Solar,1000,1000
26-12-2025,WR,Gujarat,KPS-1 (Sec-I),1670426092248,Adani Green Energy Ltd.,Hybrid,1050,1050
26-12-2025,WR,Gujarat,KPS-3 (Sec-I),230700012,Sarjan Realities Pvt. Ltd. (SRPL),Hybrid,1250,1250
25-12-2025,SR,Tamil Nadu,Karur PS,2200000438,JSP GREEN WIND 1 PRIVATE LIMITED,Wind,300,300
25-12-2025,WR,Gujarat,KPS-1 (Sec-II),,Adani Green Energy Limited,Wind,250,250
15-11-2025,WR,MP,Rajgarh SS,231300002,Veh Jayin Renewables Private Limited,Wind,151.8,151.8
15-11-2025,WR,MP,Rajgarh SS,231300004,Veh Wind Energy Private Limited,Wind,75,75
01-11-2025,WR,Gujarat,Bhuj-II PS,2200000084,NTPC RENEWABLE ENERGY LIMITED,Wind,150,150
31-10-2025,SR,Tamil Nadu,Karur PS,2200000441,FIRST ENERGY PRIVATE LIMITED,Wind,100,100
26-10-2025,NR,Rajasthan,Ramgarh PS,St-II: 1200002432(500 MW) LTA:1200003689 (500 MW),Adani Renewable Energy Holding Four Ltd.��,Solar,500,500
05-10-2025,WR,Maharashtra,Kallam PS,2200000035,TEQ GREEN POWER XI PRIVATE LIMITED (TGPXIPL),Wind,29.7,29.7
05-10-2025,WR,Maharashtra,Kallam PS,2200000193,TATA POWER RENEWABLE ENERGY LIMITED,Wind,101,101
05-10-2025,WR,Maharashtra,Kallam PS,2200000198,TORRENT SOLAR POWER PRIVATE LIMITED,Wind,250,250
05-10-2025,WR,Maharashtra,Kallam PS,2200000277,SERENTICA RENEWABLES INDIA PRIVATE LIMITED,Wind,200,200
05-10-2025,WR,Maharashtra,Kallam PS,2200000302,SERENTICA RENEWABLES INDIA PRIVATE LIMITED,Wind,100,1200
05-10-2025,WR,Maharashtra,Kallam PS,2200001090,SERENTICA RENEWABLES INDIA PRIVATE LIMITED,Wind,150,150
05-10-2025,WR,Maharashtra,Kallam PS,231400004,Serentica Renewables India 4 Pvt. Ltd. (SRI4PL),Wind,10,10
05-10-2025,WR,Maharashtra,Kallam PS,331400007,Serentica Renewables India 4 Pvt. Ltd. (SRI4PL),Wind,140,140
05-10-2025,WR,Maharashtra,Kallam PS,1200003942,ReNew Green (MHP One) Private Limited,Wind,33,33
05-10-2025,WR,Maharashtra,Kallam PS,1200003901,TEQ Green Power XI Private Limited (TGPXIPL),Wind,200,200
05-10-2025,WR,Maharashtra,Kallam PS,1200003944,TEQ Green Power XI Private Limited (TGPXIPL,Wind,99,99
05-10-2025,WR,Maharashtra,Kallam PS,331400002,TEQ Green Power XI Private Limited (TGPXIPL,Wind,21.6,21.6
05-10-2025,WR,Maharashtra,Kallam PS,231400005,JSW Neo Energy Limited (JSW NEL),Wind,300,300
05-10-2025,WR,Maharashtra,Kallam PS,'1670224223993,Torrent Solar Power Private Limited (TSPPL),Wind,66,66
05-10-2025,WR,Maharashtra,Kallam PS,331400013,Torrent Solar Power Private Limited (TSPPL),Wind,92,92
30-09-2025,NR,Rajasthan,Bhadla-II PS,1200002742,Solarpack Corporacion Technologica S.A.,Solar,300,300
30-09-2025,SR,Karnataka,Gadag-II PS,2200000006,SOLARXL BETA ENERGY PRIVATE LIMITED,Hybrid (RHGS),"207 (Solar-138 MW, Wind-69 MW)",207
30-09-2025,SR,Karnataka,Gadag-II PS,2200000139,ABREL (RJ) PROJECTS LIMITED,Wind,184,184
30-09-2025,WR,Gujarat,Jam Khambhaliya PS,2200000142,AVAADA ENERGY PRIVATE LIMITED,Hybrid (RHGS),25 MW Wind + 25 MW Solar,50
30-09-2025,WR,Maharashtra,Solapur PG,2200000155,RENEW GREEN ENERGY SOLUTIONS PRIVATE LIMITED,Wind,73,73
28-09-2025,SR,AP,Anantapur PS,2200000069,ACME CLEANTECH SOLUTIONS PRIVATE LIMITED,Wind,400 (Wind-400MW),400
28-09-2025,SR,AP,Anantapur PS,2200000226,SEVEN RENEWABLE POWER PRIVATE LIMITED,Wind,150,150
28-09-2025,SR,AP,Anantapur PS,2200000273,ABC CT RE PARK (03) PRIVATE LIMITED,Wind,250,250
28-09-2025,SR,AP,Anantapur PS,2200000318,AYANA RENEWABLE POWER FOUR PRIVATE LIMITED,Wind,50,50
27-09-2025,SR,AP,Anantapur PS,2200000162,PROJECT NINE RENEWABLE POWER PRIVATE LIMITED,Wind,295,295
27-09-2025,SR,AP,Anantapur PS,2200000372,RENEW VIKRAM SHAKTI PRIVATE LIMITED,Hybrid (RHGS),"160 (Solar:40 MW, Wind: 120 MW)",160
22-09-2025,SR,AP,NP Kunta PS,2200000388,FIRST ENERGY PRIVATE LIMITED,Solar,100,100
20-09-2025,NR,Rajasthan,Fatehgarh-III PS,St-II:1200002403(500 MW) LTA: 1200003843 (50 MW),Azure Power India Private Limited�,Solar,50,50
20-09-2025,NR,Rajasthan,Fatehgarh-III PS,St-II:1200003813 (100 MW) LTA:1200003879 (100 MW),ReNew Dinkar Jyoti Private Limited�,Solar,100,100
20-09-2025,NR,Rajasthan,Fatehgarh-III PS,St-II:1200002700 (300 MW) LTA:1200003931 (300 MW,IB Vogt Solar Seven Private Limited��,Solar,300,300
20-09-2025,NR,Rajasthan,Fatehgarh-III PS,St-II:1200003532 (100 MW) LTA:412100002 (100 MW),Azure Power India Private Limited��,Solar,100,100
20-09-2025,NR,Rajasthan,Fatehgarh-III PS,St-II:1200002847 (400 MW) LTA:412100007 (200 MW),XL Xergi Power Pvt. Ltd.�,Solar,200,200
20-09-2025,NR,Rajasthan,Fatehgarh-IV PS,St-II:1200003022 (130 MW) LTA:1200003416 (130 MW),AMP Energy Green Pvt. Ltd.�,Solar,130,130
20-09-2025,NR,Rajasthan,Fatehgarh-IV PS,St-II:1200003002 (380 MW) LTA:1200003531 (380 MW),ABC Renewable Energy Private Limited��,Solar,380,380
19-09-2025,NR,Rajasthan,Fatehgarh-III (Sec-II),1200003502,Khaba Renewable Energy Private Limited,Solar,250,250
19-09-2025,NR,Rajasthan,Fatehgarh-III (Sec-II),1200002746,ReNew Surya Jyoti Private Limited,Solar,210,210
19-09-2025,NR,Rajasthan,Fatehgarh-III (Sec-II),1200002778,RENEW SURYA PRATAP PRIVATE LIMITED,Solar,210,210
19-09-2025,NR,Rajasthan,Fatehgarh-III (Sec-II),1200003447,ReNew Solar (Shakti Three) Private Limited,Solar,300,300
19-09-2025,NR,Rajasthan,Fatehgarh-III (Sec-II),1200003488,ReNew Solar (Shakti Five) Private Limited,Solar,200,200
19-09-2025,NR,Rajasthan,Fatehgarh-III (Sec-II),1200003496,ReNew Solar (Shakti Five) Private Limited,Solar,100,100
19-09-2025,NR,Rajasthan,Fatehgarh-III (Sec-II),1200003504,ReNew Samir Shakti Private Limited,Solar,100,100
19-09-2025,NR,Rajasthan,Fatehgarh-III (Sec-II),1200003514 (Enh. St-II),ReNew Samir Shakti Private Limited,Solar,100,100
19-09-2025,NR,Rajasthan,Fatehgarh-III (Sec-II),1200003562 (Enh. St-II),ReNew Samir Shakti Private Limited,Solar,100,100
19-09-2025,NR,Rajasthan,Fatehgarh-III (Sec-II),1200003749 (Enh),ReNew Solar (Shakti Five) Private Limited,Solar,100,100
19-09-2025,NR,Rajasthan,Fatehgarh-III (Sec-II),1200002907,Energizent Power Private Limited�,Solar,125,125
19-09-2025,NR,Rajasthan,Fatehgarh-III (Sec-II),1200002939,Energizent Power Private Limited�,Solar,80,80
19-09-2025,NR,Rajasthan,Fatehgarh-III (Sec-II),412100020,XL Xergi Power Private Limited�,Solar,200,200
19-09-2025,NR,Rajasthan,Fatehgarh-III PS,St-II:1200002699 (400 MW) LTA:1200003096 (400 MW),ABC Renewable Energy Pvt. Ltd.�,Solar,400,400
19-09-2025,NR,Rajasthan,Fatehgarh-IV PS,412100009,Juniper Green Stellar Private Limited,Hybrid,150,150
19-09-2025,NR,Rajasthan,Fatehgarh-IV PS,412100019,AMP Energy Green Pvt. Ltd.�,Hybrid,120,120
19-09-2025,NR,Rajasthan,Fatehgarh-IV PS,1200003332,ABC RJ Land 01 Private Limited,Solar,110,110
19-09-2025,NR,Rajasthan,Fatehgarh-IV PS,1200003575,ABC RJ Land 01 Private Limited,Solar,270,270
16-08-2025,WR,Gujarat,Lakadiya PS,2200000011,AVAADA INCLEAN PRIVATE LIMITED,Solar,50,50
16-08-2025,WR,Gujarat,Lakadiya PS,2200000131,AVAADA ENERGY PRIVATE LIMITED,Solar,300,300
16-08-2025,WR,Gujarat,Lakadiya PS,2200000200,AVAADA ENERGY PRIVATE LIMITED,Solar,200,200
02-07-2025,WR,Gujarat,Bhuj-PS,2200000317,SEVEN RENEWABLE POWER PRIVATE LIMITED,Wind,50,50
02-07-2025,WR,Gujarat,Bhuj-PS,2200000386,NLC INDIA LIMITED,Solar,200,200
30-06-2025,NR,Rajasthan,Bikaner,2200000284,AK RENEWABLE INFRA PRIVATE LIMITED,Solar,300,300
30-06-2025,NR,Rajasthan,Fatehgarh-III,212100039,JSW Renew Energy Five Limited,Storage,250,250
30-06-2025,NR,Rajasthan,Fatehgarh-III,212100040,JSW Renew Energy Five Limited,Storage,250,250
30-06-2025,SR,AP,Kurnool (new),2200000012,AM GREEN ENERGY PRIVATE LIMITED,Hybrid (RHGS),"989 (Solar-675MW, Wind:314MW)",989
30-06-2025,SR,Karnataka,Koppal PS,1200003849,Tunga Renewable Energy Pvt. Ltd.,Wind,45.07,45.07
30-06-2025,SR,Karnataka,Koppal PS,1200003392,Tunga Renewable Energy Pvt. Ltd.,Wind,115,115
30-06-2025,SR,Tamil Nadu,Pugalur,2200000197,SPRNG AKSHAYA URJA PRIVATE LIMITED,Wind,52.8,52.8
30-06-2025,WR,Maharashtra,Parli PG SS,231400008,Renew Tej Shakti Private Limited(RTSPL),Wind,180,180
30-06-2025,WR,Maharashtra,Parli PG SS,231400009,Renew Tej Shakti Private Limited(RTSPL),Wind,69,69
30-06-2025,WR,Maharashtra,Parli PG SS,231400010,Renew Tej Shakti Private Limited(RTSPL),Wind,51,51
30-06-2025,WR,MP,Indore (PG),2200000070,RENEW URJA SHACHAR PRIVATE LIMITED,Wind,300,300
30-06-2025,WR,MP,Pachora PS,2200000030,BLUE LEAF ENERGY RENEWABLES PRIVATE LIMITED (BLERPL),Solar,235,235
30-06-2025,WR,MP,Pachora PS,2200000085,VEH SAUR URJA PRIVATE LIMITED (VSUPL ),Wind,163.2,163.2
30-06-2025,WR,MP,Rajgarh SS,2200000039,SPRNG AKSHAYA URJA PRIVATE LIMITED,Wind,100,100
30-06-2025,WR,MP,Rajgarh SS,331300005,Sprng Vayu Vidyut Pvt Ltd (SVVPL),Wind,50.4,50.4
28-06-2025,SR,AP,Kurnool-III PS,2200000150,AMP ENERGY GREEN PRIVATE LIMITED,Hybrid (RHGS),Total: 187 MW Solar: 137.5 MW Wind: 49.5 MW,150
28-06-2025,WR,Gujarat,Jam Khambhaliya PS,2200000180,NTPC RENEWABLE ENERGY LIMITED,Wind,500,500
28-06-2025,WR,,Bhuj-I PS,2200000218,NTPC RENEWABLE ENERGY LIMITED,Wind,155,155
25-06-2025,SR,AP,Kurnool-III PS,2200000335,ACME CLEANTECH SOLUTIONS PRIVATE LIMITED,Solar,"400 (Solar-400MW, BESS:380 MWh)",400
23-06-2025,SR,Karnataka,Pavagada PS,2200000057,SOLAR ENERGY CORPORATION OF INDIA LIMITED,Solar,100,100
23-06-2025,SR,Karnataka,Pavagada PS,1200003590,Solar Energy Corporation of India Ltd.,Solar,200,200
15-06-2025,WR,MP,Rajgarh SS,1200003345,Sprng Vayu Vidyut Pvt Ltd (SVVPL),Wind,55.44,55.44
01-06-2025,SR,Tamil Nadu,Karur PS,2200000242,TATA POWER RENEWABLE ENERGY LIMITED,Wind,198,198
31-05-2025,WR,Gujarat,KPS-3 (Sec-II),,Adani Green Energy Limited,Hybrid,1250,1050
30-05-2025,SR,Karnataka,Pavagada PS,1200003815,Ircon Renewable Power Ltd.,Solar,500,500
30-04-2025,SR,AP,Kurnool-III PS,2200000329,SAEL INDUSTRIES LIMITED,Solar,300,300
30-04-2025,SR,AP,Kurnool-III PS,2200000330,SAEL INDUSTRIES LIMITED,Solar,300,300
31-03-2025,NR,Rajasthan,Bikaner PS,St-II:1200003027 (110 MW) LTA:1200003583 (110 MW),The Tata Power Company Limited�,Solar,110,110
31-03-2025,NR,Rajasthan,Bikaner PS,St-II:1200002986 (300 MW) LTA:1200003933 (300 MW),Ayana Renewable Power Three Private Limited�,Solar,300,300
31-03-2025,NR,Rajasthan,Bikaner PS,1200003115,Shikhar Surya (One) Private Limited�,Solar,70,70
31-03-2025,NR,Rajasthan,Bikaner-II PS,St-II:1200003683 (300 MW) LTA:1200003829 (300 MW,ACME Solar Holdings Private Limited�,Solar,300,300
31-03-2025,NR,Rajasthan,Bikaner-II PS,St-II:1200003559(1000MW) LTA:1200003937(1000MW,SJVN Limited�,Solar,1000,1000
31-03-2025,NR,Rajasthan,Bikaner-II PS,St-II:1200003626 (100 MW) LTA:412100004 (62 MW,Onevolt Energy Private Limited�,Solar,62,62
31-03-2025,NR,Rajasthan,Bikaner-II PS,St-II:1200003915 (300 MW) LTA:412100006 (300MW),NHPC Ltd.�,Solar,300,300
31-03-2025,NR,Rajasthan,Bikaner-II PS,St-II:1200003740 (100 MW) LTA: 0412100008 (100 MW),Juniper Green Cosmic Private Limited�,Solar,100,100
31-03-2025,NR,Rajasthan,Bikaner-II PS,St-II:1200003380 (200 MW) LTA:1200003935 (200 MW),Renew Dinkar Urja Pvt. Ltd.,Solar,200,200
